HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Synonyms	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:29014	ZBTB39	zinc finger and BTB domain containing 39	Approved	gene with protein product		KIAA0352, ZNF922	12q13.3	9880	ENSG00000166860	OTTHUMG00000171007	28	Zinc fingers C2H2-type
HGNC:29045	ZBTB40	zinc finger and BTB domain containing 40	Approved	gene with protein product		KIAA0478, ZNF923	1p36.12	9923	ENSG00000184677	OTTHUMG00000002897	28	Zinc fingers C2H2-type
HGNC:24819	ZBTB41	zinc finger and BTB domain containing 41	Approved	gene with protein product		FRBZ1, FLJ36199, DKFZp686C06120, ZNF924	1q31.3	360023	ENSG00000177888	OTTHUMG00000036275	28	Zinc fingers C2H2-type
HGNC:32550	ZBTB42	zinc finger and BTB domain containing 42	Approved	gene with protein product		ZNF925	14q32.33	100128927	ENSG00000179627	OTTHUMG00000170790	28	Zinc fingers C2H2-type
HGNC:12869	ZFX	zinc finger protein X-linked	Approved	gene with protein product		ZNF926	Xp22.11	7543	ENSG00000005889	OTTHUMG00000021264	28	Zinc fingers C2H2-type
HGNC:777	ZFHX3	zinc finger homeobox 3	Approved	gene with protein product	ATBF1	ZNF927	16q22.2-q22.3	463	ENSG00000140836	OTTHUMG00000137599	28	Zinc fingers C2H2-type
HGNC:4320	GLI4	GLI family zinc finger 4	Approved	gene with protein product		HKR4, ZNF928	8q24.3	2738	ENSG00000250571	OTTHUMG00000164952	28	Zinc fingers C2H2-type
HGNC:13169	ZNF93	zinc finger protein 93	Approved	gene with protein product	ZNF505	HPF34, TF34, FLJ12488	19p12	81931	ENSG00000184635	OTTHUMG00000182371	28	Zinc fingers C2H2-type
HGNC:13172	ZSCAN12	zinc finger and SCAN domain containing 12	Approved	gene with protein product	ZNF305, ZNF96	KIAA0426, ZNF29K1, ZFP96, dJ29K1.2	6p22.1	9753	ENSG00000158691	OTTHUMG00000014522	28	Zinc fingers C2H2-type
HGNC:13174	ZNF98	zinc finger protein 98	Approved	gene with protein product		ZNF739, F7175	19p12	148198	ENSG00000197360	OTTHUMG00000182940	28	Zinc fingers C2H2-type
HGNC:13175	ZNF99	zinc finger protein 99	Approved	gene with protein product	C19orf9	MGC24986	19p12	7652	ENSG00000213973	OTTHUMG00000182992	28	Zinc fingers C2H2-type
HGNC:30690	SP9	Sp9 transcription factor	Approved	gene with protein product		ZNF990	2q31.1	100131390	ENSG00000217236	OTTHUMG00000150371	28	Zinc fingers C2H2-type
HGNC:21224	ZUP1	zinc finger containing ubiquitin peptidase 1	Approved	gene with protein product	C6orf113, ZUFSP	dJ412I7.3	6q22.1	221302	ENSG00000153975	OTTHUMG00000015445	28	Zinc fingers C2H2-type
HGNC:28160	ZXDC	ZXD family zinc finger C	Approved	gene with protein product		MGC11349, FLJ13861	3q21.3	79364	ENSG00000070476	OTTHUMG00000162754	28	Zinc fingers C2H2-type
HGNC:7622	MYT1	myelin transcription factor 1	Approved	gene with protein product	PLPB1	MTF1, MYTI, ZC2HC4A, NZF2, ZC2H2C1	20q13.33	4661	ENSG00000196132	OTTHUMG00000149988	1261	Zinc fingers C2H2C-type
HGNC:7623	MYT1L	myelin transcription factor 1 like	Approved	gene with protein product		KIAA1106, NZF1, ZC2HC4B, ZC2H2C2	2p25.3	23040	ENSG00000186487	OTTHUMG00000151407	1261	Zinc fingers C2H2C-type
HGNC:18695	ST18	ST18 C2H2C-type zinc finger transcription factor	Approved	gene with protein product	ZNF387	KIAA0535, ZC2HC10, NZF3, NZF-3, ZC2H2C3	8q11.23	9705	ENSG00000147488	OTTHUMG00000164233	1261	Zinc fingers C2H2C-type
HGNC:19762	ZFPM1	zinc finger protein, FOG family member 1	Approved	gene with protein product		FOG1, FOG, ZNF89A, ZC2HC11A	16q24.2	161882	ENSG00000179588	OTTHUMG00000173152	66	Zinc fingers C2HC-type
HGNC:16700	ZFPM2	zinc finger protein, FOG family member 2	Approved	gene with protein product		FOG2, hFOG-2, ZNF89B, ZC2HC11B	8q23	23414	ENSG00000169946	OTTHUMG00000164818	66	Zinc fingers C2HC-type
HGNC:23044	NANOS1	nanos C2HC-type zinc finger 1	Approved	gene with protein product		NOS1, ZC2HC12A	10q26.11	340719	ENSG00000188613	OTTHUMG00000019141	66	Zinc fingers C2HC-type
HGNC:23292	NANOS2	nanos C2HC-type zinc finger 2	Approved	gene with protein product		NOS2, ZC2HC12B	19q13.32	339345	ENSG00000188425	OTTHUMG00000182487	66	Zinc fingers C2HC-type
HGNC:22048	NANOS3	nanos C2HC-type zinc finger 3	Approved	gene with protein product		NANOS1L, NOS3, ZC2HC12C	19p13.13	342977	ENSG00000187556	OTTHUMG00000181850	66	Zinc fingers C2HC-type
HGNC:24277	ZC2HC1A	zinc finger C2HC-type containing 1A	Approved	gene with protein product	C8orf70, FAM164A	CGI-62	8q21.13	51101	ENSG00000104427	OTTHUMG00000164619	66	Zinc fingers C2HC-type
HGNC:21174	ZC2HC1B	zinc finger C2HC-type containing 1B	Approved	gene with protein product	FAM164B, C6orf94	dJ468K18.5	6q24.2	153918	ENSG00000118491	OTTHUMG00000015734	66	Zinc fingers C2HC-type
HGNC:20354	ZC2HC1C	zinc finger C2HC-type containing 1C	Approved	gene with protein product	C14orf140, FAM164C		14q24.3	79696	ENSG00000119703	OTTHUMG00000167439	66	Zinc fingers C2HC-type
HGNC:26021	LYAR	Ly1 antibody reactive	Approved	gene with protein product		ZC2HC2, ZLYAR	4p16.3	55646	ENSG00000145220	OTTHUMG00000125477	66	Zinc fingers C2HC-type
HGNC:15905	L3MBTL1	L3MBTL histone methyl-lysine binding protein 1	Approved	gene with protein product	L3MBTL	ZC2HC3, dJ138B7.3, DKFZp586P1522, KIAA0681	20q13.12	26013	ENSG00000185513	OTTHUMG00000032503	66	Zinc fingers C2HC-type
HGNC:5275	KAT5	lysine acetyltransferase 5	Approved	gene with protein product	HTATIP	TIP60, PLIP, cPLA2, HTATIP1, ESA1, ZC2HC5	11q13.1	10524	ENSG00000172977	OTTHUMG00000166617	66	Zinc fingers C2HC-type
HGNC:13013	KAT6A	lysine acetyltransferase 6A	Approved	gene with protein product	ZNF220, RUNXBP2, MYST3	MOZ, ZC2HC6A	8p11.21	7994	ENSG00000083168	OTTHUMG00000150453	66	Zinc fingers C2HC-type
HGNC:17582	KAT6B	lysine acetyltransferase 6B	Approved	gene with protein product	MYST4	querkopf, qkf, Morf, MOZ2, ZC2HC6B	10q22.2	23522	ENSG00000156650	OTTHUMG00000018509	66	Zinc fingers C2HC-type
HGNC:17016	KAT7	lysine acetyltransferase 7	Approved	gene with protein product	MYST2	HBOA, HBO1, ZC2HC7	17q21.33	11143	ENSG00000136504	OTTHUMG00000161770	66	Zinc fingers C2HC-type
HGNC:17933	KAT8	lysine acetyltransferase 8	Approved	gene with protein product	MYST1	MOF, FLJ14040, hMOF, ZC2HC8	16p11.2	84148	ENSG00000103510	OTTHUMG00000132410	66	Zinc fingers C2HC-type
HGNC:5961	IKBKG	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma	Approved	gene with protein product	IP2, IP1	IKK-gamma, NEMO, Fip3p, FIP-3, FIP3, ZC2HC9	Xq28	8517	ENSG00000269335	OTTHUMG00000024234	66	Zinc fingers C2HC-type
HGNC:16878	HELZ	helicase with zinc finger	Approved	gene with protein product		KIAA0054, HUMORF5, DHRC	17q24.2	9931	ENSG00000198265	OTTHUMG00000179555	73	Zinc fingers CCCH-type
HGNC:6923	MBNL1	muscleblind like splicing regulator 1	Approved	gene with protein product	MBNL	KIAA0428, EXP42, EXP40, EXP35, EXP	3q25.1-q25.2	4154	ENSG00000152601	OTTHUMG00000159163	73	Zinc fingers CCCH-type
HGNC:16746	MBNL2	muscleblind like splicing regulator 2	Approved	gene with protein product		MBLL, MBLL39	13q32.1	10150	ENSG00000139793	OTTHUMG00000017239	73	Zinc fingers CCCH-type
HGNC:20564	MBNL3	muscleblind like splicing regulator 3	Approved	gene with protein product		CHCR, FLJ11316, MBLX39, MBXL	Xq26.2	55796	ENSG00000076770	OTTHUMG00000022426	73	Zinc fingers CCCH-type
HGNC:21149	PRR3	proline rich 3	Approved	gene with protein product		CAT56, Em:AB014077.1, Em:AB023052.2	6p21.33	80742	ENSG00000204576	OTTHUMG00000031037	73	Zinc fingers CCCH-type
HGNC:29434	RC3H1	ring finger and CCCH-type domains 1	Approved	gene with protein product		KIAA2025, roquin, RP5-1198E17.5, RNF198	1q25.1	149041	ENSG00000135870	OTTHUMG00000037275	73	Zinc fingers CCCH-type
HGNC:21461	RC3H2	ring finger and CCCH-type domains 2	Approved	gene with protein product	MNAB	FLJ20301, FLJ20713, RNF164	9q33.2	54542	ENSG00000056586	OTTHUMG00000020632	73	Zinc fingers CCCH-type
HGNC:21919	PARP12	poly(ADP-ribose) polymerase family member 12	Approved	gene with protein product	ZC3HDC1	FLJ22693, PARP-12, ZC3H1	7q34	64761	ENSG00000059378	OTTHUMG00000157315	73	Zinc fingers CCCH-type
HGNC:25893	ZC3H10	zinc finger CCCH-type containing 10	Approved	gene with protein product	ZC3HDC10	FLJ14451	12q13.2	84872	ENSG00000135482	OTTHUMG00000170184	73	Zinc fingers CCCH-type
HGNC:29093	ZC3H11A	zinc finger CCCH-type containing 11A	Approved	gene with protein product	ZC3HDC11A	KIAA0663	1q32.1	9877	ENSG00000058673	OTTHUMG00000035909	73	Zinc fingers CCCH-type
HGNC:25659	ZC3H11B	zinc finger CCCH-type containing 11B	Approved	gene with protein product	ZC3HDC11B		1q41	643136	ENSG00000215817	OTTHUMG00000037436	73	Zinc fingers CCCH-type
HGNC:26259	ZC3H12A	zinc finger CCCH-type containing 12A	Approved	gene with protein product		FLJ23231, MCPIP1	1p34.3	80149	ENSG00000163874	OTTHUMG00000004221	73	Zinc fingers CCCH-type
HGNC:17407	ZC3H12B	zinc finger CCCH-type containing 12B	Approved	gene with protein product	CXorf32	MCPIP2	Xq11.2-q12	340554	ENSG00000102053	OTTHUMG00000021719	73	Zinc fingers CCCH-type
HGNC:29362	ZC3H12C	zinc finger CCCH-type containing 12C	Approved	gene with protein product		KIAA1726, MCPIP3	11q22.3	85463	ENSG00000149289	OTTHUMG00000166572	73	Zinc fingers CCCH-type
HGNC:21175	ZC3H12D	zinc finger CCCH-type containing 12D	Approved	gene with protein product	C6orf95	dJ281H8.1, MCPIP4	6q25.1	340152	ENSG00000178199	OTTHUMG00000015786	73	Zinc fingers CCCH-type
HGNC:20368	ZC3H13	zinc finger CCCH-type containing 13	Approved	gene with protein product	KIAA0853	DKFZp434D1812, Xio	13q14.13	23091	ENSG00000123200	OTTHUMG00000016863	73	Zinc fingers CCCH-type
HGNC:20509	ZC3H14	zinc finger CCCH-type containing 14	Approved	gene with protein product		FLJ11806, UKp68, NY-REN-37	14q31.3	79882	ENSG00000100722	OTTHUMG00000170803	73	Zinc fingers CCCH-type
HGNC:29528	ZC3H15	zinc finger CCCH-type containing 15	Approved	gene with protein product		LEREPO4	2q32.1	55854	ENSG00000065548	OTTHUMG00000154251	73	Zinc fingers CCCH-type
HGNC:25503	RBM22	RNA binding motif protein 22	Approved	gene with protein product		FLJ10290, ZC3H16, fSAP47, Cwc2	5q33.1	55696	ENSG00000086589	OTTHUMG00000163589	73	Zinc fingers CCCH-type
HGNC:20327	RBM26	RNA binding motif protein 26	Approved	gene with protein product	C13orf10	PRO1777, SE70-2, FLJ20957, ZC3H17, ARRS2, PPP1R132	13q31.1	64062	ENSG00000139746	OTTHUMG00000017133	73	Zinc fingers CCCH-type
HGNC:25091	ZC3H18	zinc finger CCCH-type containing 18	Approved	gene with protein product		NHN1	16q24.2	124245	ENSG00000158545	OTTHUMG00000137679	73	Zinc fingers CCCH-type
HGNC:28046	ZMAT5	zinc finger matrin-type 5	Approved	gene with protein product	ZC3H19	SNRNP20	22q12.2	55954	ENSG00000100319	OTTHUMG00000151292	73	Zinc fingers CCCH-type
HGNC:23721	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1	Approved	gene with protein product		ZAP, FLB6421, FLJ13288, MGC48898, ZC3HDC2, ZC3H2, PARP13	7q34	56829	ENSG00000105939	OTTHUMG00000157471	73	Zinc fingers CCCH-type
HGNC:29243	RBM27	RNA binding motif protein 27	Approved	gene with protein product		KIAA1311, ARRS1, Psc1, ZC3H20	5q32	54439	ENSG00000091009	OTTHUMG00000163436	73	Zinc fingers CCCH-type
HGNC:23019	ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2	Approved	gene with protein product	U2AF1L2	U2AF1-RS2, URP, ZC3H22	Xp22.2	8233	ENSG00000169249	OTTHUMG00000021184	73	Zinc fingers CCCH-type
HGNC:28972	ZC3H3	zinc finger CCCH-type containing 3	Approved	gene with protein product	ZC3HDC3	KIAA0150	8q24.3	23144	ENSG00000014164	OTTHUMG00000165127	73	Zinc fingers CCCH-type
HGNC:17808	ZC3H4	zinc finger CCCH-type containing 4	Approved	gene with protein product	C19orf7	KIAA1064	19q13.33	23211	ENSG00000130749	OTTHUMG00000183442	73	Zinc fingers CCCH-type
HGNC:29369	UNK	unk zinc finger	Approved	gene with protein product	ZC3HDC5, ZC3H5	KIAA1753	17q25.3	85451	ENSG00000132478	OTTHUMG00000179892	73	Zinc fingers CCCH-type
HGNC:14184	UNKL	unk like zinc finger	Approved	gene with protein product	C16orf28	ZC3HDC5L, ZC3H5L, FLJ23360	16p13.3	64718	ENSG00000059145	OTTHUMG00000128553	73	Zinc fingers CCCH-type
HGNC:24762	ZC3H6	zinc finger CCCH-type containing 6	Approved	gene with protein product	ZC3HDC6	FLJ41410, FLJ45877, KIAA2035	2q14.1	376940	ENSG00000188177	OTTHUMG00000153286	73	Zinc fingers CCCH-type
HGNC:30959	ZC3H7A	zinc finger CCCH-type containing 7A	Approved	gene with protein product	ZC3HDC7, ZC3H7	HSPC055, FLJ20318	16p13.13	29066	ENSG00000122299	OTTHUMG00000129825	73	Zinc fingers CCCH-type
HGNC:30869	ZC3H7B	zinc finger CCCH-type containing 7B	Approved	gene with protein product		RoXaN, FLJ13787, DKFZp434K0920, KIAA1031	22q13.2	23264	ENSG00000100403	OTTHUMG00000150969	73	Zinc fingers CCCH-type
HGNC:30941	ZC3H8	zinc finger CCCH-type containing 8	Approved	gene with protein product	ZC3HDC8	Fliz1	2q14.1	84524	ENSG00000144161	OTTHUMG00000153270	73	Zinc fingers CCCH-type
HGNC:15948	ZGPAT	zinc finger CCCH-type and G-patch domain containing	Approved	gene with protein product	KIAA1847	dJ583P15.3, MGC44880, FLJ14972, ZC3HDC9, ZC3H9, GPATC6, GPATCH6, ZIP	20q13.33	84619	ENSG00000197114	OTTHUMG00000032998	73	Zinc fingers CCCH-type
HGNC:22423	ZC3HAV1L	zinc finger CCCH-type containing, antiviral 1 like	Approved	gene with protein product	C7orf39	MGC14289	7q34	92092	ENSG00000146858	OTTHUMG00000157229	73	Zinc fingers CCCH-type
HGNC:12862	ZFP36	ZFP36 ring finger protein	Approved	gene with protein product		RNF162A, TIS11, G0S24, TTP, NUP475	19q13.1	7538	ENSG00000128016	OTTHUMG00000182970	73	Zinc fingers CCCH-type
HGNC:1107	ZFP36L1	ZFP36 ring finger protein like 1	Approved	gene with protein product	BRF1	RNF162B, Berg36, ERF1, TIS11B, cMG1	14q24.1	677	ENSG00000185650	OTTHUMG00000171385	73	Zinc fingers CCCH-type
HGNC:1108	ZFP36L2	ZFP36 ring finger protein like 2	Approved	gene with protein product	BRF2	ERF2, RNF162C, TIS11D	2p21	678	ENSG00000152518	OTTHUMG00000128642	73	Zinc fingers CCCH-type
HGNC:15986	LIN28A	lin-28 homolog A	Approved	gene with protein product	LIN28	LIN-28, FLJ12457, ZCCHC1, CSDD1	1p36.11	79727	ENSG00000131914	OTTHUMG00000003550	74	Zinc fingers CCHC-type
HGNC:25954	ZCCHC10	zinc finger CCHC-type containing 10	Approved	gene with protein product		FLJ20094	5q31.1	54819	ENSG00000155329	OTTHUMG00000129013	74	Zinc fingers CCHC-type
HGNC:28981	TUT4	terminal uridylyl transferase 4	Approved	gene with protein product	ZCCHC11	KIAA0191, PAPD3, TENT3A	1p32.3	23318	ENSG00000134744	OTTHUMG00000008200	74	Zinc fingers CCHC-type
HGNC:27273	ZCCHC12	zinc finger CCHC-type containing 12	Approved	gene with protein product		FLJ16123, SIZN, SIZN1, PNMA7A	Xq24	170261	ENSG00000174460	OTTHUMG00000022261	74	Zinc fingers CCHC-type
HGNC:31749	ZCCHC13	zinc finger CCHC-type containing 13	Approved	gene with protein product		4930513O09RIK, Cnbp2, ZNF9L	Xq13.2	389874	ENSG00000187969	OTTHUMG00000021851	74	Zinc fingers CCHC-type
HGNC:24134	ZCCHC14	zinc finger CCHC-type containing 14	Approved	gene with protein product		BDG29, MGC14139	16q24.2	23174	ENSG00000140948	OTTHUMG00000137655	74	Zinc fingers CCHC-type
HGNC:28842	RBM4B	RNA binding motif protein 4B	Approved	gene with protein product	RBM30	MGC10871, ZCCHC15, RBM4L, ZCRB3B, ZCCHC21B	11q13	83759	ENSG00000173914	OTTHUMG00000167243	74	Zinc fingers CCHC-type
HGNC:25214	RTL4	retrotransposon Gag like 4	Approved	gene with protein product	ZCCHC16	Mart4, Mar4, FLJ46608, SIRH11	Xq23	340595	ENSG00000187823	OTTHUMG00000159706	74	Zinc fingers CCHC-type
HGNC:30246	ZCCHC17	zinc finger CCHC-type containing 17	Approved	gene with protein product		PS1D, HSPC251, pNO40	1p35.2	51538	ENSG00000121766	OTTHUMG00000003791	74	Zinc fingers CCHC-type
HGNC:32459	ZCCHC18	zinc finger CCHC-type containing 18	Approved	gene with protein product		SIZN2, PNMA7B	Xq22.2	644353	ENSG00000166707	OTTHUMG00000022123	74	Zinc fingers CCHC-type
HGNC:29620	ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1	Approved	gene with protein product		MADP-1, MADP1, RBM36, ZCCHC19, SNRNP31	12q12	85437	ENSG00000139168	OTTHUMG00000169382	74	Zinc fingers CCHC-type
HGNC:22916	ZCCHC2	zinc finger CCHC-type containing 2	Approved	gene with protein product	C18orf49	FLJ20281, KIAA1744, FLJ20222	18q21.33	54877	ENSG00000141664	OTTHUMG00000180165	74	Zinc fingers CCHC-type
HGNC:10789	SRSF7	serine and arginine rich splicing factor 7	Approved	gene with protein product	SFRS7	9G8, ZCRB2, HSSG1, AAG3, RBM37, ZCCHC20	2p22.1	6432	ENSG00000115875	OTTHUMG00000102076	74	Zinc fingers CCHC-type
HGNC:9901	RBM4	RNA binding motif protein 4	Approved	gene with protein product		LARK, RBM4A, ZCRB3A, ZCCHC21	11q13.2	5936	ENSG00000173933	OTTHUMG00000154171	74	Zinc fingers CCHC-type
HGNC:13164	CNBP	CCHC-type zinc finger nucleic acid binding protein	Approved	gene with protein product	DM2, ZNF9	RNF163, ZCCHC22, CNBP1	3q21.3	7555	ENSG00000169714	OTTHUMG00000159943	74	Zinc fingers CCHC-type
HGNC:32963	ZCCHC23	zinc finger CCHC-type containing 23	Approved	unknown		FLJ45231	4q25	645078	ENSG00000246774	OTTHUMG00000161047	74	Zinc fingers CCHC-type
HGNC:26911	ZCCHC24	zinc finger CCHC-type containing 24	Approved	gene with protein product	C10orf56	FLJ90798, Z3CXXC8	10q22.3	219654	ENSG00000165424	OTTHUMG00000018561	74	Zinc fingers CCHC-type
HGNC:12950	SF1	splicing factor 1	Approved	gene with protein product	ZNF162	ZFM1, ZCCHC25	11q13.1	7536	ENSG00000168066	OTTHUMG00000066833	74	Zinc fingers CCHC-type
HGNC:16230	ZCCHC3	zinc finger CCHC-type containing 3	Approved	gene with protein product	C20orf99	dJ1103G7.7	20p13	85364	ENSG00000247315	OTTHUMG00000188280	74	Zinc fingers CCHC-type
HGNC:22917	ZCCHC4	zinc finger CCHC-type containing 4	Approved	gene with protein product		HSPC052, FLJ23024, ZGRF4	4p15.2	29063	ENSG00000168228	OTTHUMG00000160563	74	Zinc fingers CCHC-type
HGNC:22997	RTL3	retrotransposon Gag like 3	Approved	gene with protein product	ZCCHC5	FLJ38865, Mar3, Mart3, ZHC5, SIRH9	Xq21.1	203430	ENSG00000179300	OTTHUMG00000021892	74	Zinc fingers CCHC-type
HGNC:25817	TUT7	terminal uridylyl transferase 7	Approved	gene with protein product	ZCCHC6	KIAA1711, FLJ13409, PAPD6, TENT3B	9q21.33	79670	ENSG00000083223	OTTHUMG00000020137	74	Zinc fingers CCHC-type
HGNC:26209	ZCCHC7	zinc finger CCHC-type containing 7	Approved	gene with protein product		FLJ22611, AIR1	9p13.2	84186	ENSG00000147905	OTTHUMG00000019915	74	Zinc fingers CCHC-type
HGNC:25265	ZCCHC8	zinc finger CCHC-type containing 8	Approved	gene with protein product		DKFZp434E2220	12q24.31	55596	ENSG00000033030	OTTHUMG00000168878	74	Zinc fingers CCHC-type
HGNC:25424	ZCCHC9	zinc finger CCHC-type containing 9	Approved	gene with protein product		DKFZp761J139, PPP1R41	5q14.1	84240	ENSG00000131732	OTTHUMG00000119014	74	Zinc fingers CCHC-type
HGNC:23486	ZCWPW1	zinc finger CW-type and PWWP domain containing 1	Approved	gene with protein product		FLJ10057, DKFZp434N0510, ZCW1	7q22.1	55063	ENSG00000078487	OTTHUMG00000159537	96	Zinc fingers CW-type
HGNC:23574	ZCWPW2	zinc finger CW-type and PWWP domain containing 2	Approved	gene with protein product		ZCW2	3p24.1	152098	ENSG00000206559	OTTHUMG00000155705	96	Zinc fingers CW-type
HGNC:23573	MORC2	MORC family CW-type zinc finger 2	Approved	gene with protein product	ZCWCC1	ZCW3, KIAA0852, AC004542.C22.1	22q12.2	22880	ENSG00000133422	OTTHUMG00000151193	96	Zinc fingers CW-type
HGNC:23485	MORC4	MORC family CW-type zinc finger 4	Approved	gene with protein product	ZCWCC2	ZCW4, FLJ11565	Xq22.3	79710	ENSG00000133131	OTTHUMG00000022155	96	Zinc fingers CW-type
HGNC:23572	MORC3	MORC family CW-type zinc finger 3	Approved	gene with protein product	ZCWCC3	ZCW5, NXP2, KIAA0136	21q22.12	23515	ENSG00000159256	OTTHUMG00000086620	96	Zinc fingers CW-type
HGNC:7198	MORC1	MORC family CW-type zinc finger 1	Approved	gene with protein product	MORC	ZCW6, CT33	3q13.13	27136	ENSG00000114487	OTTHUMG00000159209	96	Zinc fingers CW-type
HGNC:21577	KDM1B	lysine demethylase 1B	Approved	gene with protein product	C6orf193, AOF1	FLJ34109, FLJ33898, dJ298J15.2, bA204B7.3, FLJ43328, LSD2	6p22.3	221656	ENSG00000165097	OTTHUMG00000014316	96	Zinc fingers CW-type
HGNC:24343	CXXC1	CXXC finger protein 1	Approved	gene with protein product		HsT2645, PCCX1, hCGBP, PHF18, CGBP, SPP1, CFP1, ZCGPC1	18q21.1	30827	ENSG00000154832	OTTHUMG00000132670	136	Zinc fingers CXXC-type
HGNC:15840	KMT2B	lysine methyltransferase 2B	Approved	gene with protein product		KIAA0304, MLL2, TRX2, HRX2, WBP7, MLL1B, MLL4, CXXC10	19q13.12	9757	ENSG00000272333	OTTHUMG00000048119	136	Zinc fingers CXXC-type
HGNC:25300	FBXL19	F-box and leucine rich repeat protein 19	Approved	gene with protein product		DKFZp434K0410, Fbl19, JHDM1C, CXXC11	16p11.2	54620	ENSG00000099364	OTTHUMG00000132403	136	Zinc fingers CXXC-type
HGNC:28313	TET3	tet methylcytosine dioxygenase 3	Approved	gene with protein product		MGC22014, hCG_40738	2p13.1	200424	ENSG00000187605	OTTHUMG00000152823	136	Zinc fingers CXXC-type
HGNC:13610	KDM2B	lysine demethylase 2B	Approved	gene with protein product	FBXL10	PCCX2, CXXC2, Fbl10, JHDM1B	12q24.31	84678	ENSG00000089094	OTTHUMG00000169071	136	Zinc fingers CXXC-type
HGNC:6916	MBD1	methyl-CpG binding domain protein 1	Approved	gene with protein product		PCM1, CXXC3	18q21.1	4152	ENSG00000141644	OTTHUMG00000132669	136	Zinc fingers CXXC-type
HGNC:24593	CXXC4	CXXC finger protein 4	Approved	gene with protein product		IDAX	4q24	80319	ENSG00000168772	OTTHUMG00000131121	136	Zinc fingers CXXC-type
HGNC:26943	CXXC5	CXXC finger protein 5	Approved	gene with protein product		HSPC195, RINF, WID	5q31.2	51523	ENSG00000171604	OTTHUMG00000163331	136	Zinc fingers CXXC-type
HGNC:29484	TET1	tet methylcytosine dioxygenase 1	Approved	gene with protein product	CXXC6	LCX, KIAA1676, bA119F7.1	10q21.3	80312	ENSG00000138336	OTTHUMG00000018359	136	Zinc fingers CXXC-type
HGNC:7132	KMT2A	lysine methyltransferase 2A	Approved	gene with protein product	MLL	TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A	11q23.3	4297	ENSG00000118058	OTTHUMG00000166337	136	Zinc fingers CXXC-type
HGNC:13606	KDM2A	lysine demethylase 2A	Approved	gene with protein product	FBXL11	KIAA1004, FBL11, LILINA, DKFZP434M1735, FBL7, FLJ00115, CXXC8, JHDM1A	11q13.2	22992	ENSG00000173120	OTTHUMG00000167103	136	Zinc fingers CXXC-type
HGNC:2976	DNMT1	DNA methyltransferase 1	Approved	gene with protein product	DNMT	MCMT, CXXC9	19p13.2	1786	ENSG00000130816	OTTHUMG00000180397	136	Zinc fingers CXXC-type
HGNC:17364	DBF4	DBF4 zinc finger	Approved	gene with protein product		ASK, chif, ZDBF1, DBF4A	7q21.12	10926	ENSG00000006634	OTTHUMG00000131034	75	Zinc fingers DBF-type
HGNC:17883	DBF4B	DBF4 zinc finger B	Approved	gene with protein product		FLJ13087, DRF1, ASKL1, chifb, ZDBF1B	17q21.31	80174	ENSG00000161692	OTTHUMG00000165717	75	Zinc fingers DBF-type
HGNC:29313	ZDBF2	zinc finger DBF-type containing 2	Approved	gene with protein product		FLJ45338, KIAA1571	2q33.3	57683	ENSG00000204186	OTTHUMG00000154648	75	Zinc fingers DBF-type
HGNC:17916	ZDHHC1	zinc finger DHHC-type containing 1	Approved	gene with protein product	C16orf1	HSU90653, ZNF377	16q22.1	29800	ENSG00000159714	OTTHUMG00000137522	76	Zinc fingers DHHC-type
HGNC:19158	ZDHHC11	zinc finger DHHC-type containing 11	Approved	gene with protein product		ZNF399, FLJ13153	5p15.33	79844	ENSG00000188818	OTTHUMG00000090319	76	Zinc fingers DHHC-type
HGNC:32962	ZDHHC11B	zinc finger DHHC-type containing 11B	Approved	gene with protein product			5p15.33	653082	ENSG00000206077	OTTHUMG00000162148	76	Zinc fingers DHHC-type
HGNC:19159	ZDHHC12	zinc finger DHHC-type containing 12	Approved	gene with protein product		ZNF400, FLJ14524	9q34.11	84885	ENSG00000160446	OTTHUMG00000020756	76	Zinc fingers DHHC-type
HGNC:18413	ZDHHC13	zinc finger DHHC-type containing 13	Approved	gene with protein product		FLJ10852, FLJ10941, HIP14L	11p15.1	54503	ENSG00000177054	OTTHUMG00000166099	76	Zinc fingers DHHC-type
HGNC:20341	ZDHHC14	zinc finger DHHC-type containing 14	Approved	gene with protein product		FLJ20984, NEW1CP	6q25.3	79683	ENSG00000175048	OTTHUMG00000015896	76	Zinc fingers DHHC-type
HGNC:20342	ZDHHC15	zinc finger DHHC-type containing 15	Approved	gene with protein product		FLJ31812, MRX91, DHHC15	Xq13.3	158866	ENSG00000102383	OTTHUMG00000021866	76	Zinc fingers DHHC-type
HGNC:20714	ZDHHC16	zinc finger DHHC-type containing 16	Approved	gene with protein product		APH2	10q24.1	84287	ENSG00000171307	OTTHUMG00000018847	76	Zinc fingers DHHC-type
HGNC:18412	ZDHHC17	zinc finger DHHC-type containing 17	Approved	gene with protein product		HIP14, HYPH, KIAA0946	12q21.2	23390	ENSG00000186908	OTTHUMG00000169917	76	Zinc fingers DHHC-type
